x,y,name,idx,path_idx,inst_idx,path,col,fill,alpha,lwd,lineend,linejoin,linemitre,fontsize,cex,fontfamily,font,xpath,tag,elem_idx,random,class,GDD,Tissue,order
496.449349296814,13.1800969699455,bezier3,1,4,4,c 2.226 0.421 4.543 4.183 5.98 6.707,#000000FF,#00000000,1,0.5,butt,mitre,10,12,1,serif,1,/svg/g/path[1],path,1,0.150999916408541,a,2564,Kernel,81
496.646858419779,13.4742278076182,bezier3,1,4,4,c 2.226 0.421 4.543 4.183 5.98 6.707,#000000FF,#00000000,1,0.5,butt,mitre,10,12,1,serif,1,/svg/g/path[1],path,1,0.210055814862504,a,2564,Kernel,82
496.8402392062,13.769664725901,bezier3,1,4,4,c 2.226 0.421 4.543 4.183 5.98 6.707,#000000FF,#00000000,1,0.5,butt,mitre,10,12,1,serif,1,/svg/g/path[1],path,1,0.0449843816475834,a,2564,Kernel,83
497.029252777892,14.0652812333429,bezier3,1,4,4,c 2.226 0.421 4.543 4.183 5.98 6.707,#000000FF,#00000000,1,0.5,butt,mitre,10,12,1,serif,1,/svg/g/path[1],path,1,0.158464157677692,a,2564,Kernel,84
497.213660256673,14.3599508384928,bezier3,1,4,4,c 2.226 0.421 4.543 4.183 5.98 6.707,#000000FF,#00000000,1,0.5,butt,mitre,10,12,1,serif,1,/svg/g/path[1],path,1,0.101826135816291,a,2564,Kernel,85
497.393222764361,14.6525470498995,bezier3,1,4,4,c 2.226 0.421 4.543 4.183 5.98 6.707,#000000FF,#00000000,1,0.5,butt,mitre,10,12,1,serif,1,/svg/g/path[1],path,1,0.0983528214015015,a,2564,Kernel,86
497.567701422773,14.9419433761122,bezier3,1,4,4,c 2.226 0.421 4.543 4.183 5.98 6.707,#000000FF,#00000000,1,0.5,butt,mitre,10,12,1,serif,1,/svg/g/path[1],path,1,0.217568482233972,a,2564,Kernel,87
497.736857353725,15.2270133256796,bezier3,1,4,4,c 2.226 0.421 4.543 4.183 5.98 6.707,#000000FF,#00000000,1,0.5,butt,mitre,10,12,1,serif,1,/svg/g/path[1],path,1,0.205796321584374,a,2564,Kernel,88
497.900451679036,15.5066304071508,bezier3,1,4,4,c 2.226 0.421 4.543 4.183 5.98 6.707,#000000FF,#00000000,1,0.5,butt,mitre,10,12,1,serif,1,/svg/g/path[1],path,1,-0.00705670959076481,a,2564,Kernel,89
498.058245520522,15.7796681290746,bezier3,1,4,4,c 2.226 0.421 4.543 4.183 5.98 6.707,#000000FF,#00000000,1,0.5,butt,mitre,10,12,1,serif,1,/svg/g/path[1],path,1,0.135720691606541,a,2564,Kernel,90
498.21,16.045,bezier3,1,4,4,c 2.226 0.421 4.543 4.183 5.98 6.707,#000000FF,#00000000,1,0.5,butt,mitre,10,12,1,serif,1,/svg/g/path[1],path,1,-0.0451680425850843,a,2564,Kernel,91
498.21,16.045,bezier3_reflect,1,5,5,s 4.293 5.055 3.993 8.209,#000000FF,#00000000,1,0.5,butt,mitre,10,12,1,serif,1,/svg/g/path[1],path,1,0.0731622975994852,a,2564,Kernel,92
498.363529419,16.3061536758375,bezier3_reflect,1,5,5,s 4.293 5.055 3.993 8.209,#000000FF,#00000000,1,0.5,butt,mitre,10,12,1,serif,1,/svg/g/path[1],path,1,-0.0281404415702829,a,2564,Kernel,93
498.526056992907,16.5675088359506,bezier3_reflect,1,5,5,s 4.293 5.055 3.993 8.209,#000000FF,#00000000,1,0.5,butt,mitre,10,12,1,serif,1,/svg/g/path[1],path,1,0.0390058022060499,a,2564,Kernel,94
498.696457214318,16.8292170240682,bezier3_reflect,1,5,5,s 4.293 5.055 3.993 8.209,#000000FF,#00000000,1,0.5,butt,mitre,10,12,1,serif,1,/svg/g/path[1],path,1,0.0108657514212662,a,2564,Kernel,95
498.873604575833,17.091429783919,bezier3_reflect,1,5,5,s 4.293 5.055 3.993 8.209,#000000FF,#00000000,1,0.5,butt,mitre,10,12,1,serif,1,/svg/g/path[1],path,1,-0.00347393527838993,a,2564,Kernel,96
499.056373570052,17.3542986592316,bezier3_reflect,1,5,5,s 4.293 5.055 3.993 8.209,#000000FF,#00000000,1,0.5,butt,mitre,10,12,1,serif,1,/svg/g/path[1],path,1,0.212290372711283,a,2564,Kernel,97
499.243638689573,17.6179751937349,bezier3_reflect,1,5,5,s 4.293 5.055 3.993 8.209,#000000FF,#00000000,1,0.5,butt,mitre,10,12,1,serif,1,/svg/g/path[1],path,1,0.0200147729976627,a,2564,Kernel,98
499.434274426996,17.8826109311575,bezier3_reflect,1,5,5,s 4.293 5.055 3.993 8.209,#000000FF,#00000000,1,0.5,butt,mitre,10,12,1,serif,1,/svg/g/path[1],path,1,0.151719409802803,a,2564,Kernel,99
499.627155274919,18.1483574152282,bezier3_reflect,1,5,5,s 4.293 5.055 3.993 8.209,#000000FF,#00000000,1,0.5,butt,mitre,10,12,1,serif,1,/svg/g/path[1],path,1,-0.00962591265402568,a,2564,Kernel,100
